x	y	color	is_highlight
24208.57421875	15522.6416015625	5	false
24235.3984375	15504.7587890625	5	false
24176.166015625	15479.353515625	5	false
24186.837890625	15459.1201171875	5	false
24290.75390625	15600.8935546875	5	false
23955.61328125	15737.2587890625	5	false
24070.970703125	15489.0869140625	5	false
24092.53515625	15627.5615234375	5	false
23661.091796875	15553.13671875	5	false
23698.529296875	15735.095703125	5	false
23663.021484375	15725.0517578125	5	false
23417.052734375	15484.0146484375	5	false
23078.1171875	15541.4228515625	5	false
23088.837890625	15524.484375	5	false
23167.8046875	15613.501953125	5	false
23172.5	15670.646484375	5	false
23021.2109375	15691.0498046875	5	false
23109.32421875	15739.3828125	5	false
22833.30078125	15521.515625	5	false
22786.201171875	15698.380859375	5	false
22793.30078125	15662.34375	5	false
22906.81640625	15657.7568359375	5	false
22942.259765625	15674.65625	5	false
22804.181640625	15498.7041015625	5	false
22922.326171875	15593.845703125	5	false
22782.01953125	15557.9423828125	5	false
22972.19921875	15558.056640625	5	false
22283.576171875	20736.060546875	5	false
22286.359375	20825.375	5	false
21961.34375	20739.509765625	5	false
21954.47265625	20835.828125	5	false
22034.4296875	20738.3515625	5	false
22034.24609375	20840.71875	5	false
22032.595703125	20705.818359375	5	false
22091.693359375	20730.228515625	5	false
22043.216796875	20769.91015625	5	false
22187.017578125	20792.958984375	5	false
22212.896484375	20714.1171875	5	false
22223.19140625	20810.7265625	5	false
21796.1171875	20841.26171875	5	false
21754.837890625	20728.640625	5	false
21796.4609375	20704.30859375	5	false
21873.427734375	20786.3125	5	false
21907.845703125	20781.921875	5	false
21933.642578125	20788.81640625	5	false
21843.091796875	20810.40625	5	false
21879.736328125	20726.4921875	5	false
21811.498046875	20762.37890625	5	false
21922.646484375	20744.60546875	5	false
21542.806640625	20743.701171875	5	false
21526.248046875	20776.35546875	5	false
21497.640625	20756.068359375	5	false
21524.228515625	20714.439453125	5	false
21674.314453125	20842.4375	5	false
21656.3125	20829.37109375	5	false
21664.296875	20784.5234375	5	false
22051.365234375	20519.349609375	5	false
22312.099609375	20462.65234375	5	false
22355.953125	20517.470703125	5	false
22327.384765625	20677.466796875	5	false
22354.224609375	20679.330078125	5	false
22366.732421875	20659.12109375	5	false
22362.685546875	20560.234375	5	false
22378.498046875	20545.705078125	5	false
22380.07421875	20455.765625	5	false
22471.89453125	20510.04296875	5	false
22491.3515625	20444.28515625	5	false
